date,value
1969-05-01,1457.1192429524583
1969-05-02,1453.478129329382
1969-05-06,1467.9841709961756
1969-05-07,1467.5849924744614
1969-05-08,1462.608788183966
1969-05-09,1464.1005090922547
1969-05-12,1479.5412951502092
1969-05-13,1479.7923224845715
1969-05-14,1479.760971325403
1969-05-15,1478.9584852678329
1969-05-16,1479.072023435663
1969-05-19,1481.4459832125092
1969-05-20,1472.882816648358
1969-05-21,1474.6987723333964
1969-05-22,1474.3682639625515
1969-05-23,1476.6206592456924
1969-05-26,1482.351592460838
1969-05-27,1482.603096606118
1969-05-28,1498.2996546728243
1969-05-29,1498.5538646564337
1969-05-30,1522.4884277422466
1969-06-02,1535.8128331970229
1969-06-03,1530.6104012619194
1969-06-04,1531.8649624250295
1969-06-05,1531.504860542671
1969-06-06,1538.0573079704843
1969-06-09,1553.569848092634
1969-06-10,1554.2086576567472
1969-06-11,1543.022116644645
1969-06-12,1475.3902660590331
1969-06-13,1475.64058910635
1969-06-16,1498.6345241910794
1969-06-17,1485.8825887639964
1969-06-18,1444.8173808898262
1969-06-19,1462.3819903479068
1969-06-20,1444.2955399842986
1969-06-23,1432.123795465033
1969-06-24,1477.2943165458803
1969-06-25,1469.4356459404644
1969-06-26,1487.14183605905
1969-06-27,1499.2591389651766
1969-06-30,1499.5135117403108
1969-07-01,1512.1667198055063
1969-07-02,1528.3024955168507
1969-07-03,1534.436910982387
1969-07-04,1530.7107713284895
1969-07-07,1523.5414974773569
1969-07-08,1527.226923372994
1969-07-09,1520.9768029533843
1969-07-10,1483.902145952188
1969-07-11,1498.0532153000547
1969-07-14,1469.45827749537
1969-07-15,1469.7075940879963
1969-07-16,1476.3717206442946
1969-07-17,1460.7902466303858
1969-07-18,1466.5163660952112
1969-07-22,1478.716341086988
1969-07-23,1453.1905831344616
1969-07-24,1462.7902883966797
1969-07-25,1453.976320219436
1969-07-28,1443.8885843204157
1969-07-29,1421.3355262431317
1969-07-30,1421.5766780579252
1969-07-31,1437.3735330409545
1969-08-01,1448.267104542656
1969-08-04,1447.5339868587166
1969-08-05,1448.2112152987822
1969-08-06,1440.0455051720348
1969-08-07,1434.5989637356247
1969-08-08,1422.2092772112514
1969-08-11,1448.0372400533784
1969-08-12,1466.5600984794537
1969-08-13,1474.509907780907
1969-08-14,1474.760081461665
1969-08-15,1463.6015175733078
1969-08-18,1464.421139625353
1969-08-19,1465.3800292127191
1969-08-20,1459.9368208947058
1969-08-21,1460.887458903769
1969-08-22,1446.0703983458145
1969-08-25,1452.9918103611233
1969-08-26,1461.1520262592178
1969-08-27,1461.0675220667158
1969-08-28,1476.0194991097746
1969-08-29,1476.2699289163256
1969-09-01,1509.2175328241342
1969-09-02,1519.7376654638138
1969-09-03,1526.083814870749
1969-09-04,1525.406448463903
1969-09-05,1535.8958216904794
1969-09-08,1535.5836556260956
1969-09-09,1520.7563167148471
1969-09-10,1539.6277190237768
1969-09-11,1539.4320730486404
1969-09-12,1539.4686182291318
1969-09-16,1539.7298131716698
1969-09-17,1562.5297103167495
1969-09-18,1546.1727586469683
1969-09-19,1550.4421564669665
1969-09-22,1563.433705500622
1969-09-24,1560.1480466767205
1969-09-25,1560.9477645731597
1969-09-26,1542.5677116249487
1969-09-29,1548.2903814837578
1969-09-30,1564.2174078606206
1969-10-01,1580.506712574204
1969-10-02,1580.7748702716603
1969-10-03,1574.165514975642
1969-10-06,1582.80189273027
1969-10-07,1579.2578825333014
1969-10-08,1570.8973423416285
1969-10-09,1579.5685272374683
1969-10-13,1606.872595089468
1969-10-14,1602.894898846773
1969-10-15,1611.9176966477992
1969-10-16,1631.265793530412
1969-10-17,1630.6408188149353
1969-10-20,1630.9174825480748
1969-10-21,1632.6717257414823
1969-10-22,1641.411521070515
1969-10-23,1628.1768846912853
1969-10-24,1650.2706522476187
1969-10-27,1647.5779959154306
1969-10-28,1663.1753810488242
1969-10-29,1673.8113958959868
1969-10-30,1670.2488926599528
1969-10-31,1658.9602342259884
1969-11-04,1662.100120516995
1969-11-05,1662.3821218129808
1969-11-06,1653.3300732086384
1969-11-07,1638.4849562029017
1969-11-10,1650.9839793099002
1969-11-11,1640.5532505701472
1969-11-12,1651.458409894849
1969-11-13,1674.641496694095
1969-11-14,1675.814667736094
1969-11-17,1691.349346627224
1969-11-18,1691.6363105121468
1969-11-19,1725.001697539182
1969-11-20,1718.2076946105208
1969-11-21,1714.2059337013982
1969-11-25,1741.4788196689287
1969-11-26,1718.9964268183846
1969-11-27,1727.4807016041532
1969-11-28,1727.7737957388742
1969-12-01,1758.9034043521922
1969-12-02,1760.1707478659775
1969-12-03,1760.46938837862
1969-12-04,1697.5945209909744
1969-12-05,1696.6003028809262
1969-12-08,1719.431032753526
1969-12-09,1715.0774016843593
1969-12-10,1735.8225167835317
1969-12-11,1740.7015064036216
1969-12-12,1763.3280797327047
1969-12-15,1770.1303974524164
1969-12-16,1770.0628730471951
1969-12-17,1775.9371843750398
1969-12-18,1776.2384999103683
1969-12-19,1784.5903311747522
1969-12-22,1768.7816137183877
1969-12-24,1791.6510153026247
1969-12-25,1820.9372300352145
1969-12-26,1840.030212136643
1969-12-29,1840.3424020571365
1969-12-30,1840.654644945535
1970-01-05,1883.8772368697016
1970-01-06,1886.7680071424047
1970-01-07,1878.186393698309
1970-01-08,1791.1539881620356
1970-01-09,1791.390144474348
1970-01-12,1823.447108553668
1970-01-13,1802.8553395990616
1970-01-14,1795.598717433419
1970-01-16,1794.5091174762467
1970-01-19,1812.744534168876
1970-01-20,1813.4232122838607
1970-01-21,1825.7695345627048
1970-01-22,1823.827211406017
1970-01-23,1815.7584772162572
1970-01-26,1819.697392696456
1970-01-27,1819.937312339672
1970-01-28,1826.5098368088115
1970-01-29,1829.760241685044
1970-01-30,1804.71958082843
1970-02-02,1815.9770388296852
1970-02-03,1805.3920239051656
1970-02-04,1818.704520573278
1970-02-05,1813.8097794253476
1970-02-06,1811.02121084124
1970-02-09,1813.9891269542843
1970-02-10,1814.110379884045
1970-02-12,1814.34956290252
1970-02-13,1808.608917547524
1970-02-16,1805.1331486180864
1970-02-17,1805.9850475032329
1970-02-18,1820.80072622366
1970-02-19,1829.8340732596296
1970-02-20,1828.9573788998143
1970-02-23,1859.5069309323
1970-02-24,1870.7697764376665
1970-02-25,1877.0970172138436
1970-02-26,1878.8334556111568
1970-02-27,1879.081172101899
1970-03-02,1890.90394041182
1970-03-03,1888.694410908456
1970-03-04,1909.506675344981
1970-03-05,1910.263034715396
1970-03-06,1933.2908506244028
1970-03-09,1935.840140092524
1970-03-10,1947.963524711976
1970-03-11,1938.6851096233888
1970-03-12,1919.2133411281357
1970-03-13,1929.9112896932916
1970-03-16,1930.1657405871156
1970-03-17,1948.159154315856
1970-03-18,1960.8696576232503
1970-03-19,1965.7455209081008
1970-03-20,1966.5651474594104
1970-03-23,1969.9824918286856
